Universidad,Tipo Titulación,Facultad,Titulación,Título,Autor,Año,URL,Archivo Abstract,Palabras Clave,Idioma Abstract
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Framework orientado a algoritmos de recomendación basados en vecinos cercanos,"Gil Hernán, Alejandro",2017,https://repositorio.uam.es/handle/10486/677830,abstracts_uam_TFG\Framework_orientado_a_algoritm_2017_91247402.txt,Sistema de recomendación; Algoritmos; Framework,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,"Aplicación para la gestión de biblioteca en Android, iOS y Windows Phone","Olmo Martín, Fernando del",2017,https://repositorio.uam.es/handle/10486/677835,abstracts_uam_TFG\Aplicaci_n_para_la_gesti_n_de__2017_95484101.txt,Aplicaciones móviles; Smartphone; Biblioteca,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Desarrollo de modelos de sistemas de información,"Gros Amorós, Pablo",2017,https://repositorio.uam.es/handle/10486/677852,abstracts_uam_TFG\Desarrollo_de_modelos_de_siste_2017_86598247.txt,,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Aprendizaje multi-tarea mediante procesos gaussianos para clasificación,"Velasco Pardo, Víctor",2017,https://repositorio.uam.es/handle/10486/677846,abstracts_uam_TFG\Aprendizaje_multi-tarea_median_2017_14260328.txt,Aprendizaje automático; Clasificación; Aprendizaje multi-tarea,spa
Universidad Autónoma de Madrid,Grado,Facultad de Ciencias,No disponible,"El conocimiento de las poblaciones del pasado a través de los restos óseos: indicadores paleopatológicos encontrados en la necrópololis hispanomusulmana de Baza (Granada, s. XII a XVI)","Prieto Potin, Iván",2006,https://repositorio.uam.es/handle/10486/3335,abstracts_uam_TFG\RND_El_conocimiento_de_las_poblaci_2006_20327304.txt,,spa
Universidad Autónoma de Madrid,Grado,Facultad de Ciencias,Proyecto fin de carrera en Biología Evolutiva y Biodiversidad,"Características Biológicas de la Población de La Encantada (Granátula de Calatrava, Ciudad Real,II milenio a. C.)","Lapuente Martín, Marta",2008,https://repositorio.uam.es/handle/10486/5062,abstracts_uam_TFG\RND_Caracter_sticas_Biol_gicas_de__2008_41454673.txt,,spa
Universidad Autónoma de Madrid,Grado,Facultad de Ciencias,Proyecto fin de carrera en Biología Evolutiva y Biodiversidad,"El conocimiento de las poblaciones del pasado a través de los restos óseos: caracterización de la estancia M1 y comparación con la habitación M4, de la necrópolis medieval de Veranes (S. VI-XIII, Gijón, Asturias)","Jurado Gómez, Jaime",2007,https://repositorio.uam.es/handle/10486/5054,abstracts_uam_TFG\RND_El_conocimiento_de_las_poblaci_2007_25865323.txt,,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Generador de hojas de cálculo correctas,"García Rufes, Cristina",2014,https://repositorio.uam.es/handle/10486/660539,abstracts_uam_TFG\Generador_de_hojas_de_c_lculo__2014_22942989.txt,Excel (Programa de ordenador),spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Herramienta flexible para la creación y gestión de cuestionarios Web adaptativos: Aplicación al diseño de encuestas de satisfacción sobre servicios en línea del INE,"Cruz Fernández-Pacheco, Carlos de la",2013,https://repositorio.uam.es/handle/10486/660538,abstracts_uam_TFG\Herramienta_flexible_para_la_c_2013_34214137.txt,Sitios web - Creación; Encuestas,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Un editor gráfico para el diseño por contrato en eclipse,"López Rivero, Víctor",2014,https://repositorio.uam.es/handle/10486/660541,abstracts_uam_TFG\Un_editor_gr_fico_para_el_dise_2014_13437822.txt,Soporte lógico - Desarrollo; Gráficos por ordenador,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Aplicación de Gestión Inmobiliaria en la Nube,"Wójcik, Dagmara",2014,https://repositorio.uam.es/handle/10486/660835,abstracts_uam_TFG\Aplicaci_n_de_Gesti_n_Inmobili_2014_43415620.txt,Sitios Web - Creación; World Wide Web - Aplicaciones; Servicios web; Gestión de la información,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Análisis del comportamiento mediante la monitorización de acciones de usuarios en videojuegos,"García Blazquez, Juan",2014,https://repositorio.uam.es/handle/10486/662263,abstracts_uam_TFG\An_lisis_del_comportamiento_me_2014_30174652.txt,Juegos de ordenador; Interacción hombre-ordenador; Sistemas de reconocimiento de formas,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Análisis de relaciones entre tipos de personalidad y preferencias de usuario: Aplicación a sistemas de recomendación,"Falcato Córdoba, Carolina",2014,https://repositorio.uam.es/handle/10486/662247,abstracts_uam_TFG\An_lisis_de_relaciones_entre_t_2014_55066452.txt,Internet - Aplicaciones en los negocios; Servicios web; Recuperación de la Información,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Estudio de la paradoja de la amistad como herramienta para explorar grandes redes sociales,"Dorronsoro Alberdi, Izaskun",2014,https://repositorio.uam.es/handle/10486/662245,abstracts_uam_TFG\Estudio_de_la_paradoja_de_la_a_2014_65500099.txt,Redes sociales; Inteligencia social,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Interfaces hombre-máquina mediante técnicas de seguimiento de ojos y reconocimiento de voz,"Guerrero Santana, Esther",2014,https://repositorio.uam.es/handle/10486/662304,abstracts_uam_TFG\Interfaces_hombre-m_quina_medi_2014_93029773.txt,"Interacción hombre-ordenador; Voz, Tratamiento automático de la; Ojos - Movimientos",spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Modelos de actividad neuronal transitoria,"Gutiérrez Navío, Daniel",2014,https://repositorio.uam.es/handle/10486/662305,abstracts_uam_TFG\Modelos_de_actividad_neuronal__2014_88708201.txt,Neurociencia computacional; Redes neuronales (Neurobiología),spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Coexistencia entre los sistemas LTE y DTV en la banda de 800 MHz,"Domínguez Araujo, Marta",2016,https://repositorio.uam.es/handle/10486/674164,abstracts_uam_TFG\Coexistencia_entre_los_sistema_2016_1204194.txt,LTE (Telecomunicaciones); Televisión digital,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Implementación y validación de un sistema electrónico de facturación de cloud services,"Castillo Antolín, Alma",2014,https://repositorio.uam.es/handle/10486/661019,abstracts_uam_TFG\Implementaci_n_y_validaci_n_de_2014_89956671.txt,Servicios web; Computación en la nube; Modelado (Informática),spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Aplicación de analíticas a experiencias de aprendizaje colaborativo,"García López, Pedro José",2014,https://repositorio.uam.es/handle/10486/661047,abstracts_uam_TFG\Aplicaci_n_de_anal_ticas_a_exp_2014_738241.txt,Aprendizaje - Trabajo en equipo; Aprendizaje automático,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,"Análisis de las normas de seguridad para los controles, las comunicaciones y otros equipos críticos de la red de energía","García Gutiérrez, Fernando",2014,https://repositorio.uam.es/handle/10486/661686,abstracts_uam_TFG\RND_An_lisis_de_las_normas_de_segu_2014_47322499.txt,"Seguridad informática - Normas; Ordenadores, Redes de",spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,"Programa de soporte a la extracción de noticias y comentarios de lectores de periódicos online, y análisis de las emociones que transmiten","Andrés Nogales, Jorge de",2014,https://repositorio.uam.es/handle/10486/662217,abstracts_uam_TFG\Programa_de_soporte_a_la_extra_2014_2512418.txt,Minería de datos; Análisis de datos,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Sistemas de recomendación distribuidos,"Castillo Saco, Alejandro",2014,https://repositorio.uam.es/handle/10486/662240,abstracts_uam_TFG\Sistemas_de_recomendaci_n_dist_2014_64774703.txt,Aprendizaje automático; Sistemas distribuidos,spa
Universidad Autónoma de Madrid,Grado,Facultad de Ciencias,Trabajo fin de grado en Biología Evolutiva y Biodiversidad,El conocimiento de las poblaciones del pasado a través de los restos óseos: Análisis comparativo de los métodos de estimación de edad de muerte en individuos no adultos basados en el desarrollo dental,"Fernández Rodríguez, Javier",2015,https://repositorio.uam.es/handle/10486/661731,abstracts_uam_TFG\El_conocimiento_de_las_poblaci_2015_20049565.txt,Desarrollo dental; Dentición; Métodos cuantitativos; Métodos cualitativos; Ecuaciones de regresión; Edad estimada,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Estudio de interoperabilidad en sistemas biométricos de firma manuscrita dinámica,"Tolosana Moranchel, Rubén",2014,https://repositorio.uam.es/handle/10486/662135,abstracts_uam_TFG\Estudio_de_interoperabilidad_e_2014_60782027.txt,Biometría; Reconocimiento de caracteres (Informática),spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Sistema de control de apuntamiento electrónico de una agrupación de antenas planas reconfigurables operando en el sistema WiMAX a 3.5 GHz,"Castro Cuartero, Alfredo Manuel",2014,https://repositorio.uam.es/handle/10486/662203,abstracts_uam_TFG\Sistema_de_control_de_apuntami_2014_12114384.txt,Antenas (Electrónica); Microprocesadores,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Calibración de puntuaciones procedentes de sistemas biométricos,"Uceda Ontivero, Sandra",2014,https://repositorio.uam.es/handle/10486/662202,abstracts_uam_TFG\Calibraci_n_de_puntuaciones_pr_2014_30146669.txt,Biometría; Criminalística; Sistemas de reconocimiento de formas,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Detección automática de voz degradada usando medidas de calidad,"Cerame Lardies, Pedro",2014,https://repositorio.uam.es/handle/10486/661685,abstracts_uam_TFG\Detecci_n_autom_tica_de_voz_de_2014_56826915.txt,"Voz, Tratamiento automático de la",spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Cartografía asistida para ciegos en teléfonos Android,"Arjona Hernández, Daniel",2014,https://repositorio.uam.es/handle/10486/662076,abstracts_uam_TFG\RND_Cartograf_a_asistida_para_cieg_2014_84807289.txt,Cartografía; Teléfonos inteligentes; Ciegos,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Adaptación de sistemas basados en móviles para su utilización en tabletas Android,"Pérez Castro, Santiago",2014,https://repositorio.uam.es/handle/10486/660902,abstracts_uam_TFG\Adaptaci_n_de_sistemas_basados_2014_86743444.txt,Personas con discapacidad; Inteligencia ambiental; Ordenadores tablet; Android (Sistema operativo de ordenador),spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Desarrollo de un módulo de conexión entre dispositivos android para la comunicación en tiempo real en videojuegos multijugador,"Abella Taboada, Javier",2014,https://repositorio.uam.es/handle/10486/662219,abstracts_uam_TFG\Desarrollo_de_un_m_dulo_de_con_2014_50823308.txt,Android (Sistema operativo de ordenador); Juegos de ordenador,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Librería para interacción natural empleando técnicas de visión por computador,"Caballero Chaparro, Pablo Manuel",2014,https://repositorio.uam.es/handle/10486/662218,abstracts_uam_TFG\Librer_a_para_interacci_n_natu_2014_95701055.txt,"Imágenes, Tratamiento de las; Java (Lenguaje de programación); Visión por ordenador",spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,A Blog for a Start-Up,"Castaner Díaz, David",2013,https://repositorio.uam.es/handle/10486/662264,abstracts_uam_TFG\A_Blog_for_a_Start-Up_2013_61296325.txt,Blogs,eng
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,TDC (Twitter Data Collection): Creación de una gran base de datos de Tweets,"Gil Pérez, Borja",2014,https://repositorio.uam.es/handle/10486/662280,abstracts_uam_TFG\TDC__Twitter_Data_Collection___2014_37794963.txt,Twitter; Redes sociales; Bases de datos,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Desarrollo de una aplicación android para el control automático de la asistencia a clase,"Grange García, Cristian Eric",2014,https://repositorio.uam.es/handle/10486/662279,abstracts_uam_TFG\Desarrollo_de_una_aplicaci_n_a_2014_51164473.txt,"Android (Sistema operativo de ordenador); Tecnología bluetooth; Comunicación sin cable, Sistemas de; Enseñanza superior",spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Arquitectura ágil web en la red social para buceadores Scube (ISTI_107/1314),"Gil Molina, Víctor",2014,https://repositorio.uam.es/handle/10486/662278,abstracts_uam_TFG\Arquitectura__gil_web_en_la_re_2014_14969195.txt,Redes sociales; Buceo,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Aplicación Android para la empresa Travelling-Service,"Gómez Matesanz, Alfonso",2014,https://repositorio.uam.es/handle/10486/662281,abstracts_uam_TFG\Aplicaci_n_Android_para_la_emp_2014_79977541.txt,Android (Sistema operativo de ordenador); Teléfonos inteligentes; Servicios web - Negocios,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Cómo usar un millón de imágenes para etiquetarme una,"Gómez Nieto, Sergio",2014,https://repositorio.uam.es/handle/10486/662282,abstracts_uam_TFG\C_mo_usar_un_mill_n_de_im_gene_2014_70926655.txt,"Imágenes, Tratamiento de las - Clasificación; Recuperación de la información",spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Desarrollo de videojuegos educativos para Educación Secundaria,"García Asensio, Sergio",2014,https://repositorio.uam.es/handle/10486/662265,abstracts_uam_TFG\Desarrollo_de_videojuegos_educ_2014_69441509.txt,Juegos de ordenador; Enseñanza asistida por ordenador,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Evolución y aseguramiento de la calidad en Uaithne e implantación en Unit Linked,"Fernández León, Josué",2014,https://repositorio.uam.es/handle/10486/662249,abstracts_uam_TFG\Evoluci_n_y_aseguramiento_de_l_2014_72730535.txt,Ingeniería del software; Automatización,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Sistema de estímulo y refuerzo de la comunicación y expresividad para jóvenes con necesidades especiales,"Chinchay Manco, Yussy Miriam",2014,https://repositorio.uam.es/handle/10486/662239,abstracts_uam_TFG\Sistema_de_est_mulo_y_refuerzo_2014_32428662.txt,Audición; Personas con discapacidad,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Desarrollo de la lógica de una aplicación en Android y de la integración de la misma con un entorno físico,"Follon, Bruno",2014,https://repositorio.uam.es/handle/10486/662261,abstracts_uam_TFG\Desarrollo_de_la_l_gica_de_una_2014_25763927.txt,Android (Sistema operativo de ordenador); Juegos de ordenador,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Desarrollo de plataforma de aplicaciones de ayuda pra niños con necesidades especiales sobre Raspberry Pi,"Climent González, Guillermo",2014,https://repositorio.uam.es/handle/10486/662242,abstracts_uam_TFG\Desarrollo_de_plataforma_de_ap_2014_59342254.txt,Python (Lenguaje de programación); Microordenadores; Ordenadores - Arquitectura; Educación especial,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Desarrollo de una aplicación Android de una red social orientada a la televisión,"Cortijo Navascués, Hugo",2014,https://repositorio.uam.es/handle/10486/662244,abstracts_uam_TFG\Desarrollo_de_una_aplicaci_n_A_2014_65715233.txt,Android (Sistema operativo de ordenador); Televisión; Redes sociales,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Diseño de antenas de bocina sobre SIW,"Rubio Mejía, Luis Ignacio",2014,https://repositorio.uam.es/handle/10486/662016,abstracts_uam_TFG\Dise_o_de_antenas_de_bocina_so_2014_36776157.txt,Antenas (Electrónica); Ondas,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Especificación de una Ontología de Medidas para Internet,"Michaud Vallinoto, Daniel",2014,https://repositorio.uam.es/handle/10486/660889,abstracts_uam_TFG\Especificaci_n_de_una_Ontolog__2014_13088661.txt,Ontologías (Recuperación de la información); Normalización; Internet,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Evaluación de características musicales para detección de tipos de audio,"Landriz Lara, Ricardo",2014,https://repositorio.uam.es/handle/10486/662131,abstracts_uam_TFG\Evaluaci_n_de_caracter_sticas__2014_84707494.txt,Sonido - Grabación y reproducción digital; Recuperación de la información; Música,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Aplicación móvil de recomendación contextualizada de música,"Carmona Ángulo, Ana",2014,https://repositorio.uam.es/handle/10486/662216,abstracts_uam_TFG\Aplicaci_n_m_vil_de_recomendac_2014_57894555.txt,Música; Inteligencia social; Servicios web,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Tagging privacy: cryptographic methods for avoiding statistical inference in personal data,"Liu, Chen-Da",2014,https://repositorio.uam.es/handle/10486/660901,abstracts_uam_TFG\Tagging_privacy__cryptographic_2014_44083449.txt,Inferencia estadística; Datos - Tratamiento electrónico,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Sistema de control remoto para aplicaciones domóticas a través de internet,"Rodríguez Cerezo, Mario",2014,https://repositorio.uam.es/handle/10486/662967,abstracts_uam_TFG\Sistema_de_control_remoto_para_2014_95523845.txt,"Domótica; Detectores; Comunicación sin cable, Sistemas de; Servicios web",spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Mapas Veitch-Karnaugh en Android,"Jiménez Benito, Rubén",2014,https://repositorio.uam.es/handle/10486/662972,abstracts_uam_TFG\Mapas_Veitch-Karnaugh_en_Andro_2014_92298334.txt,Android (Sistema operativo de ordenador); Enseñanza asistida por ordenador,spa
Universidad Autónoma de Madrid,Grado,Departamentos Interfacultativos,Trabajo fin de grado en Historia y Ciencias de la Música,"Creación, historia y repercusión del Ciclo de Grandes Autores e Intérpretes de la Música de la Universidad Autónoma de Madrid (1973-1983)","Castro Fernández, Susana",2014,https://repositorio.uam.es/handle/10486/663546,abstracts_uam_TFG\Creaci_n__historia_y_repercusi_2014_62336995.txt,,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,TEI (Twitter Exploitational Interaction): creación de una aplicación web de visualización de Twitter,"Morcillo Rincón, Aída",2014,https://repositorio.uam.es/handle/10486/662307,abstracts_uam_TFG\TEI__Twitter_Exploitational_In_2014_31269991.txt,Redes sociales; Minería de datos; Twitter,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Un generador automático de sitios web,"Martínez Palazón, Juan",2014,https://repositorio.uam.es/handle/10486/662318,abstracts_uam_TFG\Un_generador_autom_tico_de_sit_2014_52993507.txt,Sitios web - Creación,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Accesibilidad en un sistema de navegación GPS Android para usuarios ciegos,"González Lucena, Javier",2015,https://repositorio.uam.es/handle/10486/664855,abstracts_uam_TFG\RND_Accesibilidad_en_un_sistema_de_2015_42821228.txt,Android (Sistema operativo de ordenador); Sistema de posicionamiento global,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Diseño de interfaces cerebro-máquina controlados mediante registros de EEG,"Morán García, Álvaro",2015,https://repositorio.uam.es/handle/10486/663745,abstracts_uam_TFG\Dise_o_de_interfaces_cerebro-m_2015_29087113.txt,Interacción hombre-ordenador; Comunicación visual; Cerebro,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Evaluación de sistemas de comunicaciones ópticas y de radio sobre fibra a través de la caracterización de sus diferentes subsistemas y dispositivos,"Lorenzo Gómez, Pedro",2015,https://repositorio.uam.es/handle/10486/663782,abstracts_uam_TFG\Evaluaci_n_de_sistemas_de_comu_2015_21959783.txt,"Fibras ópticas; Radio; Telecomunicaciones, Sistemas de",spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,"Análisis, diseño y despliegue de una red WiFi en Santillana del Mar","Moreno Martín, Marta",2015,https://repositorio.uam.es/handle/10486/663743,abstracts_uam_TFG\An_lisis__dise_o_y_despliegue__2015_46216800.txt,Antenas (Electrónica); Redes de telecomunicaciones; WI-FI (Radiotelefonía),spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Desarrollo de un brazo mecánico articulado electro-neumático,"Sol Rodríguez, Javier del",2015,https://repositorio.uam.es/handle/10486/663771,abstracts_uam_TFG\Desarrollo_de_un_brazo_mec_nic_2015_38338402.txt,Robótica - Diseño y construcción; Sistemas insertados (Informática),spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Herramientas de apoyo a la emisión de clases presenciales,"Rubio Redondo, Álvaro J.",2015,https://repositorio.uam.es/handle/10486/663744,abstracts_uam_TFG\Herramientas_de_apoyo_a_la_emi_2015_33592397.txt,Comunicación visual; Enseñanza asistida por ordenador; Servicios web,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Aplicación Android para la enseñanza de temas de circuitos integrados básicos MOS,"González Fernández, Ana",2015,https://repositorio.uam.es/handle/10486/663772,abstracts_uam_TFG\Aplicaci_n_Android_para_la_ens_2015_23523513.txt,Android (Sistema operativo de ordenador); MOS (Electrónica),spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Estudio del problema de la distribución de claves criptográficas en el contexto de las tecnologías cloud (COSITI_128/1314),"Sánchez Gómez, Alejandro",2014,https://repositorio.uam.es/handle/10486/662513,abstracts_uam_TFG\Estudio_del_problema_de_la_dis_2014_49960006.txt,Criptografía; Seguridad informática,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Diseño de videojuegos para el aprendizaje,"Rubio Mingorance, Javier",2014,https://repositorio.uam.es/handle/10486/662512,abstracts_uam_TFG\Dise_o_de_videojuegos_para_el__2014_75034195.txt,Juegos de ordenador; Enseñanza asistida por ordenador,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Detección de tendencias en Twitter utilizando minería de datos adaptativa,"Roales González, Natalia",2014,https://repositorio.uam.es/handle/10486/662510,abstracts_uam_TFG\Detecci_n_de_tendencias_en_Twi_2014_25529999.txt,Redes sociales; Twitter; Minería de datos,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Visualización de redes de conceptos científico-técnicos,"Santonja Merino, Daniel",2014,https://repositorio.uam.es/handle/10486/662514,abstracts_uam_TFG\Visualizaci_n_de_redes_de_conc_2014_4607456.txt,"Grafos, Teoría de; Enseñanza asistida por ordenador; Servicios web",spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Diseño y desarrollo de una herramienta para análisis forense de backups de dispositivos Iphone,"Señor Palazuelo, Adrián",2014,https://repositorio.uam.es/handle/10486/662515,abstracts_uam_TFG\Dise_o_y_desarrollo_de_una_her_2014_68079847.txt,Recuperación de la información; iPhone (Teléfono inteligente); Python (Lenguaje de programación),spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Evolution and structuration of opinion communities in social conflicts,"Andrino Turón, Borja",2014,https://repositorio.uam.es/handle/10486/663281,abstracts_uam_TFG\Evolution_and_structuration_of_2014_91030076.txt,Redes sociales - Aspectos sociales; Internet - Aspectos sociales; Inteligencia social - Aspectos sociales,eng
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,"Desarrollo de una ""toolbox"" para condicionar el comportamiento de peces eléctricos, basado en la codificación de las señales eléctricas emitidas por éste y su comportamiento","García García, Víctor Hugo",2014,https://repositorio.uam.es/handle/10486/662886,abstracts_uam_TFG\Desarrollo_de_una__toolbox__pa_2014_75833335.txt,Neurociencia computacional; Control en tiempo real; Señales - Tratamiento electrónico,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Diseño de una interfaz para una aplicación así como el control táctil de la misma y diseño de las estructuras de datos necesarias para el funcionamiento de la aplicación,"López Gómez, Gonzalo",2014,https://repositorio.uam.es/handle/10486/662405,abstracts_uam_TFG\Dise_o_de_una_interfaz_para_un_2014_367881.txt,Android (Sistema operativo de ordenador); Juegos de ordenador; Teléfonos inteligentes,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Development of an application for visual impair people in the educational field,"Morando Fernández, Silvia",2014,https://repositorio.uam.es/handle/10486/662406,abstracts_uam_TFG\Development_of_an_application__2014_93520059.txt,Tecnología educativa; Enseñanza asistida por ordenador; Ciegos,eng
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Un entorno de pruebas de mutación en Eclipse,"Mota Rabadán, Raquel",2014,https://repositorio.uam.es/handle/10486/662404,abstracts_uam_TFG\Un_entorno_de_pruebas_de_mutac_2014_29579965.txt,Soporte lógico - Desarrollo; Lenguajes de programación,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Control digital con microcontroladores,"Hernández Bardají, Ignacio",2014,https://repositorio.uam.es/handle/10486/662910,abstracts_uam_TFG\Control_digital_con_microcontr_2014_66386016.txt,"Control, Teoría del; Sistemas digitales; Microprocesadores",spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Estudio y análisis de la implantación de un honeypot en una plataforma portátil para informática forense (RASPOT),"Rosado Moral, Carlos",2014,https://repositorio.uam.es/handle/10486/662509,abstracts_uam_TFG\Estudio_y_an_lisis_de_la_impla_2014_79794525.txt,Seguridad informática; Criminalística,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Desarrollo de una política de seguridad para el uso de aplicaciones Android en un contexto empresarial (SITI_5/1314),"Simancas Ruesga, Borja",2014,https://repositorio.uam.es/handle/10486/662516,abstracts_uam_TFG\Desarrollo_de_una_pol_tica_de__2014_60723651.txt,Android (Sistema operativo de ordenador); Seguridad informática; Negocios -Tratamiento de datos,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Creación de una aplicación para dispositivos iOS para facilitar y entrenar el uso de prótesis mioeléctricas,"García Costales, Fernando",2014,https://repositorio.uam.es/handle/10486/662367,abstracts_uam_TFG\Creaci_n_de_una_aplicaci_n_par_2014_65620488.txt,iOS (Sistema operativo); Prótesis,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Detección de intrusión en exteriores en tiempo real,"Blanco Carrasco, Alejandro",2014,https://repositorio.uam.es/handle/10486/662647,abstracts_uam_TFG\Detecci_n_de_intrusi_n_en_exte_2014_9029954.txt,"Seguridad, Sistemas de; Imágenes, Tratamiento de las; Control en tiempo real",spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Estrategias cooperativas de detección y localización de olores con robots y narices artificiales,"García Saura, Carlos",2014,https://repositorio.uam.es/handle/10486/662644,abstracts_uam_TFG\Estrategias_cooperativas_de_de_2014_19959844.txt,Robots; Detectores; Olfato; Olores,eng
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Desarrollo de una sonda Ethernet activa basada en el SoC programable Xilinx Zynq,"Sosa Muñoz, Alfredo",2014,https://repositorio.uam.es/handle/10486/662529,abstracts_uam_TFG\Desarrollo_de_una_sonda_Ethern_2014_22241828.txt,Circuitos lógicos; Ethernet (Sistema de red local); Análisis de redes (Planificación),spa
